technique_id,technique_name,data_component_id,data_component_name,requirement_rows,unique_log_source_requirements,has_explicit_event_id_requirement,exact_event_evidence,any_source_evidence,best_evidence_status,best_evidence_strength,evidence_sources
T1001,Data Obfuscation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1484.002,Trust Modification,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1484.002,Trust Modification,DC0066,Active Directory Object Modification,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1485,Data Destruction,DC0022,Cloud Storage Deletion,1,1,False,False,True,source_observed,2,BOTS
T1485,Data Destruction,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1485,Data Destruction,DC0033,Process Termination,13,13,True,True,True,exact_event_observed,3,BOTS | EVTX
T1485,Data Destruction,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1485,Data Destruction,DC0040,File Deletion,25,25,True,True,True,exact_event_observed,3,BOTS | EVTX
T1485,Data Destruction,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1485,Data Destruction,DC0098,Volume Deletion,2,2,False,False,True,source_observed,2,BOTS
T1485.001,Lifecycle-Triggered Deletion,DC0023,Cloud Storage Modification,5,5,False,False,True,source_observed,2,BOTS
T1486,Data Encrypted for Impact,DC0023,Cloud Storage Modification,5,5,False,False,True,source_observed,2,BOTS
T1486,Data Encrypted for Impact,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1486,Data Encrypted for Impact,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1486,Data Encrypted for Impact,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1486,Data Encrypted for Impact,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1489,Service Stop,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1489,Service Stop,DC0033,Process Termination,13,13,True,True,True,exact_event_observed,3,BOTS | EVTX
T1489,Service Stop,DC0040,File Deletion,25,25,True,True,True,exact_event_observed,3,BOTS | EVTX
T1489,Service Stop,DC0041,Service Metadata,22,22,True,True,True,exact_event_observed,3,BOTS | EVTX
T1489,Service Stop,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1489,Service Stop,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1490,Inhibit System Recovery,DC0022,Cloud Storage Deletion,1,1,False,False,True,source_observed,2,BOTS
T1490,Inhibit System Recovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1490,Inhibit System Recovery,DC0040,File Deletion,25,25,True,True,True,exact_event_observed,3,BOTS | EVTX
T1490,Inhibit System Recovery,DC0041,Service Metadata,22,22,True,True,True,exact_event_observed,3,BOTS | EVTX
T1490,Inhibit System Recovery,DC0049,Snapshot Deletion,2,2,False,False,True,source_observed,2,BOTS
T1490,Inhibit System Recovery,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1490,Inhibit System Recovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491,Defacement,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1491,Defacement,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491,Defacement,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491,Defacement,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491,Defacement,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491,Defacement,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1491.001,Internal Defacement,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.001,Internal Defacement,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.001,Internal Defacement,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.001,Internal Defacement,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.001,Internal Defacement,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.001,Internal Defacement,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.001,Internal Defacement,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.002,External Defacement,DC0017,Cloud Storage Enumeration,4,4,False,False,True,source_observed,2,BOTS
T1491.002,External Defacement,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1491.002,External Defacement,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.002,External Defacement,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.002,External Defacement,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1491.002,External Defacement,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1491.002,External Defacement,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1495,Firmware Corruption,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1495,Firmware Corruption,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1495,Firmware Corruption,DC0079,Driver Load,3,3,True,True,True,exact_event_observed,3,BOTS | EVTX
T1495,Firmware Corruption,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1496,Resource Hijacking,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496,Resource Hijacking,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496,Resource Hijacking,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496,Resource Hijacking,DC0069,Cloud Service Modification,31,31,False,False,True,source_observed,2,BOTS
T1496,Resource Hijacking,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1496,Resource Hijacking,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1496,Resource Hijacking,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496,Resource Hijacking,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1496.001,Compute Hijacking,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.001,Compute Hijacking,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.001,Compute Hijacking,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.001,Compute Hijacking,DC0072,Container Creation,8,8,False,False,False,not_observed,0,
T1496.001,Compute Hijacking,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1496.001,Compute Hijacking,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1496.001,Compute Hijacking,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.001,Compute Hijacking,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1496.002,Bandwidth Hijacking,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.002,Bandwidth Hijacking,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1496.002,Bandwidth Hijacking,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1496.002,Bandwidth Hijacking,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.002,Bandwidth Hijacking,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1496.003,SMS Pumping,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.003,SMS Pumping,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.004,Cloud Service Hijacking,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.004,Cloud Service Hijacking,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1496.004,Cloud Service Hijacking,DC0069,Cloud Service Modification,31,31,False,False,True,source_observed,2,BOTS
T1497,Virtualization/Sandbox Evasion,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497,Virtualization/Sandbox Evasion,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497,Virtualization/Sandbox Evasion,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.001,System Checks,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.001,System Checks,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.001,System Checks,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.002,User Activity Based Checks,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.002,User Activity Based Checks,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.002,User Activity Based Checks,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.002,User Activity Based Checks,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.002,User Activity Based Checks,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.002,User Activity Based Checks,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.003,Time Based Checks,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.003,Time Based Checks,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.003,Time Based Checks,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1497.003,Time Based Checks,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498,Network Denial of Service,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498,Network Denial of Service,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1498,Network Denial of Service,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.001,Direct Network Flood,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.001,Direct Network Flood,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.001,Direct Network Flood,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1498.001,Direct Network Flood,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.002,Reflection Amplification,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.002,Reflection Amplification,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.002,Reflection Amplification,DC0051,Firewall Rule Modification,14,14,False,False,True,source_observed,2,BOTS | EVTX
T1498.002,Reflection Amplification,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1498.002,Reflection Amplification,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1498.002,Reflection Amplification,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499,Endpoint Denial of Service,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499,Endpoint Denial of Service,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499,Endpoint Denial of Service,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499,Endpoint Denial of Service,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1499,Endpoint Denial of Service,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1499.001,OS Exhaustion Flood,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.001,OS Exhaustion Flood,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.001,OS Exhaustion Flood,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1499.001,OS Exhaustion Flood,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0051,Firewall Rule Modification,14,14,False,False,True,source_observed,2,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.002,Service Exhaustion Flood,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1499.003,Application Exhaustion Flood,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.003,Application Exhaustion Flood,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.003,Application Exhaustion Flood,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.003,Application Exhaustion Flood,DC0070,Cloud Service Metadata,10,10,False,False,True,source_observed,2,BOTS
T1499.003,Application Exhaustion Flood,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1499.004,Application or System Exploitation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.004,Application or System Exploitation,DC0033,Process Termination,13,13,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.004,Application or System Exploitation,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.004,Application or System Exploitation,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1499.004,Application or System Exploitation,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1499.004,Application or System Exploitation,DC0089,Instance Stop,2,2,False,False,True,source_observed,2,BOTS
T1505,Server Software Component,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505,Server Software Component,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505,Server Software Component,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505,Server Software Component,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505,Server Software Component,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1505,Server Software Component,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1505.001,SQL Stored Procedures,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.001,SQL Stored Procedures,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.001,SQL Stored Procedures,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.002,Transport Agent,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.002,Transport Agent,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.002,Transport Agent,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.002,Transport Agent,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.002,Transport Agent,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.002,Transport Agent,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.003,Web Shell,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.003,Web Shell,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.003,Web Shell,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.003,Web Shell,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.003,Web Shell,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1505.004,IIS Components,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.004,IIS Components,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.004,IIS Components,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.004,IIS Components,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.004,IIS Components,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.004,IIS Components,DC0065,Service Modification,4,4,True,False,True,source_observed,2,BOTS | EVTX
T1505.005,Terminal Services DLL,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.005,Terminal Services DLL,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.005,Terminal Services DLL,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.005,Terminal Services DLL,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.006,vSphere Installation Bundles,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.006,vSphere Installation Bundles,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1505.006,vSphere Installation Bundles,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518,Software Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518,Software Discovery,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518,Software Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518,Software Discovery,DC0083,Cloud Service Enumeration,12,12,False,False,True,source_observed,2,BOTS
T1518.001,Security Software Discovery,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518.001,Security Software Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518.001,Security Software Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518.002,Backup Software Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518.002,Backup Software Discovery,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518.002,Backup Software Discovery,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1518.002,Backup Software Discovery,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1525,Implant Internal Image,DC0015,Image Creation,6,6,False,False,True,source_observed,2,BOTS
T1525,Implant Internal Image,DC0036,Image Modification,2,2,False,False,True,source_observed,2,BOTS
T1525,Implant Internal Image,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1526,Cloud Service Discovery,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1526,Cloud Service Discovery,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1526,Cloud Service Discovery,DC0083,Cloud Service Enumeration,12,12,False,False,True,source_observed,2,BOTS
T1528,Steal Application Access Token,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1528,Steal Application Access Token,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1528,Steal Application Access Token,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1528,Steal Application Access Token,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1528,Steal Application Access Token,DC0069,Cloud Service Modification,31,31,False,False,True,source_observed,2,BOTS
T1528,Steal Application Access Token,DC0083,Cloud Service Enumeration,12,12,False,False,True,source_observed,2,BOTS
T1529,System Shutdown/Reboot,DC0018,Host Status,50,50,True,True,True,exact_event_observed,3,BOTS | EVTX
T1529,System Shutdown/Reboot,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1529,System Shutdown/Reboot,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1530,Data from Cloud Storage,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1530,Data from Cloud Storage,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1530,Data from Cloud Storage,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1530,Data from Cloud Storage,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1531,Account Access Removal,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1531,Account Access Removal,DC0009,User Account Deletion,3,3,True,False,True,source_observed_event_unverified,1,BOTS | EVTX
T1531,Account Access Removal,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1531,Account Access Removal,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1531,Account Access Removal,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1534,Internal Spearphishing,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1534,Internal Spearphishing,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1534,Internal Spearphishing,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1534,Internal Spearphishing,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1534,Internal Spearphishing,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1534,Internal Spearphishing,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1534,Internal Spearphishing,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1535,Unused/Unsupported Cloud Regions,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1535,Unused/Unsupported Cloud Regions,DC0024,Cloud Storage Creation,1,1,False,False,True,source_observed,2,BOTS
T1535,Unused/Unsupported Cloud Regions,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1535,Unused/Unsupported Cloud Regions,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1537,Transfer Data to Cloud Account,DC0023,Cloud Storage Modification,5,5,False,False,True,source_observed,2,BOTS
T1537,Transfer Data to Cloud Account,DC0027,Cloud Storage Metadata,4,4,False,False,True,source_observed,2,BOTS
T1537,Transfer Data to Cloud Account,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1537,Transfer Data to Cloud Account,DC0057,Snapshot Creation,3,3,False,False,True,source_observed,2,BOTS
T1537,Transfer Data to Cloud Account,DC0058,Snapshot Modification,1,1,False,False,True,source_observed,2,BOTS
T1537,Transfer Data to Cloud Account,DC0062,Snapshot Metadata,3,3,False,False,True,source_observed,2,BOTS
T1537,Transfer Data to Cloud Account,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1538,Cloud Service Dashboard,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1538,Cloud Service Dashboard,DC0027,Cloud Storage Metadata,4,4,False,False,True,source_observed,2,BOTS
T1538,Cloud Service Dashboard,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1538,Cloud Service Dashboard,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1539,Steal Web Session Cookie,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542,Pre-OS Boot,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1542,Pre-OS Boot,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542,Pre-OS Boot,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542,Pre-OS Boot,DC0046,Drive Modification,10,10,False,False,True,source_observed,2,BOTS | EVTX
T1542,Pre-OS Boot,DC0054,Drive Access,8,8,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542,Pre-OS Boot,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542,Pre-OS Boot,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.001,System Firmware,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1542.001,System Firmware,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.001,System Firmware,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.001,System Firmware,DC0046,Drive Modification,10,10,False,False,True,source_observed,2,BOTS | EVTX
T1542.001,System Firmware,DC0054,Drive Access,8,8,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.002,Component Firmware,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1542.002,Component Firmware,DC0079,Driver Load,3,3,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.003,Bootkit,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.003,Bootkit,DC0046,Drive Modification,10,10,False,False,True,source_observed,2,BOTS | EVTX
T1542.003,Bootkit,DC0054,Drive Access,8,8,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.003,Bootkit,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1542.004,ROMMONkit,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1542.004,ROMMONkit,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
