technique_id,technique_name,platforms,tactics,data_components_referenced,data_components_with_any_evidence,data_components_with_exact_event_evidence,data_components_source_only,component_evidence_coverage_pct,exact_event_component_coverage_pct,telemetry_evidence_status,evidence_sources
T1548,Abuse Elevation Control Mechanism,IaaS | Identity Provider | Linux | Office Suite | Windows | macOS,privilege-escalation,7,7,6,1,100.0,85.714286,full_component_evidence,BOTS | EVTX
T1548.001,Setuid and Setgid,Linux | macOS,privilege-escalation,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1548.002,Bypass User Account Control,Windows,privilege-escalation,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1548.003,Sudo and Sudo Caching,Linux | macOS,privilege-escalation,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1548.004,Elevated Execution with Prompt,macOS,privilege-escalation,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1548.005,Temporary Elevated Cloud Access,IaaS | Identity Provider | Office Suite,privilege-escalation,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1548.006,TCC Manipulation,macOS,privilege-escalation,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1550,Use Alternate Authentication Material,Containers | IaaS | Identity Provider | Linux | Office Suite | SaaS | Windows,lateral-movement,6,6,5,1,100.0,83.333333,full_component_evidence,BOTS | EVTX
T1550.001,Application Access Token,Containers | IaaS | Identity Provider | Office Suite | SaaS,lateral-movement,2,2,1,1,100.0,50.0,full_component_evidence,BOTS | EVTX
T1550.002,Pass the Hash,Windows,lateral-movement,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1550.003,Pass the Ticket,Windows,lateral-movement,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1550.004,Web Session Cookie,IaaS | Office Suite | SaaS,lateral-movement,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1552,Unsecured Credentials,Containers | IaaS | Identity Provider | Linux | Network Devices | Office Suite | SaaS | Windows | macOS,credential-access,9,9,7,2,100.0,77.777778,full_component_evidence,BOTS | EVTX
T1552.001,Credentials In Files,Containers | IaaS | Linux | Windows | macOS,credential-access,6,6,6,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1552.002,Credentials in Registry,Windows,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1552.003,Shell History,Linux | Windows | macOS,credential-access,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1552.004,Private Keys,Linux | Network Devices | Windows | macOS,credential-access,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1552.005,Cloud Instance Metadata API,IaaS,credential-access,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1552.006,Group Policy Preferences,Windows,credential-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1552.007,Container API,Containers,credential-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1552.008,Chat Messages,Office Suite | SaaS,credential-access,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553,Subvert Trust Controls,Linux | Windows | macOS,defense-impairment,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553.001,Gatekeeper Bypass,macOS,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553.002,Code Signing,Windows | macOS,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553.003,SIP and Trust Provider Hijacking,Windows,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553.004,Install Root Certificate,Linux | Windows | macOS,defense-impairment,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553.005,Mark-of-the-Web Bypass,Windows,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1553.006,Code Signing Policy Modification,Windows | macOS,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1554,Compromise Host Software Binary,ESXi | Linux | Windows | macOS,persistence,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1555,Credentials from Password Stores,IaaS | Linux | Windows | macOS,credential-access,5,5,4,1,100.0,80.0,full_component_evidence,BOTS | EVTX
T1555.001,Keychain,macOS,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1555.002,Securityd Memory,Linux | macOS,credential-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1555.003,Credentials from Web Browsers,Linux | Windows | macOS,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1555.004,Windows Credential Manager,Windows,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1555.005,Password Managers,Linux | Windows | macOS,credential-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1555.006,Cloud Secrets Management Stores,IaaS,credential-access,1,1,0,1,100.0,0.0,full_component_evidence,BOTS
T1556,Modify Authentication Process,IaaS | Identity Provider | Linux | Network Devices | Office Suite | SaaS | Windows | macOS,credential-access | defense-impairment | persistence,7,7,6,1,100.0,85.714286,full_component_evidence,BOTS | EVTX
T1556.001,Domain Controller Authentication,Windows,credential-access | defense-impairment | persistence,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1556.002,Password Filter DLL,Windows,credential-access | defense-impairment | persistence,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1556.003,Pluggable Authentication Modules,Linux | macOS,credential-access | defense-impairment | persistence,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1556.004,Network Device Authentication,Network Devices,credential-access | defense-impairment | persistence,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1556.005,Reversible Encryption,Windows,credential-access | defense-impairment | persistence,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1556.006,Multi-Factor Authentication,IaaS | Identity Provider | Linux | Office Suite | SaaS | Windows | macOS,credential-access | defense-impairment | persistence,7,7,6,1,100.0,85.714286,full_component_evidence,BOTS | EVTX
T1556.007,Hybrid Identity,IaaS | Identity Provider | Office Suite | SaaS | Windows,credential-access | defense-impairment | persistence,6,6,5,1,100.0,83.333333,full_component_evidence,BOTS | EVTX
T1556.008,Network Provider DLL,Windows,credential-access | defense-impairment | persistence,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1556.009,Conditional Access Policies,IaaS | Identity Provider,credential-access | defense-impairment | persistence,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1557,Adversary-in-the-Middle,Linux | Network Devices | Windows | macOS,collection | credential-access,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1557.001,Name Resolution Poisoning and SMB Relay,Windows,collection | credential-access,4,4,2,2,100.0,50.0,full_component_evidence,BOTS | EVTX
T1557.002,ARP Cache Poisoning,Linux | Windows | macOS,collection | credential-access,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1557.003,DHCP Spoofing,Linux | Windows | macOS,collection | credential-access,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1557.004,Evil Twin,Network Devices,collection | credential-access,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1558,Steal or Forge Kerberos Tickets,Linux | Windows | macOS,credential-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1558.001,Golden Ticket,Windows,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1558.002,Silver Ticket,Windows,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1558.003,Kerberoasting,Windows,credential-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1558.004,AS-REP Roasting,Windows,credential-access,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1558.005,Ccache Files,Linux | macOS,credential-access,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1559,Inter-Process Communication,Linux | Windows | macOS,execution,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1559.001,Component Object Model,Windows,execution,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1559.002,Dynamic Data Exchange,Windows,execution,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1559.003,XPC Services,macOS,execution,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1560,Archive Collected Data,Linux | Windows | macOS,collection,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1560.001,Archive via Utility,Linux | Windows | macOS,collection,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1560.002,Archive via Library,Linux | Windows | macOS,collection,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1560.003,Archive via Custom Method,Linux | Windows | macOS,collection,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1561,Disk Wipe,Linux | Network Devices | Windows | macOS,impact,7,7,6,1,100.0,85.714286,full_component_evidence,BOTS | EVTX
T1561.001,Disk Content Wipe,Linux | Network Devices | Windows | macOS,impact,7,7,6,1,100.0,85.714286,full_component_evidence,BOTS | EVTX
T1561.002,Disk Structure Wipe,Linux | Network Devices | Windows | macOS,impact,7,7,6,1,100.0,85.714286,full_component_evidence,BOTS | EVTX
T1563,Remote Service Session Hijacking,Linux | Windows | macOS,lateral-movement,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1563.001,SSH Hijacking,Linux | macOS,lateral-movement,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1563.002,RDP Hijacking,Windows,lateral-movement,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564,Hide Artifacts,ESXi | Linux | Office Suite | Windows | macOS,stealth,6,6,6,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.001,Hidden Files and Directories,Linux | Windows | macOS,stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.002,Hidden Users,Linux | Windows | macOS,stealth,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.003,Hidden Window,Linux | Windows | macOS,stealth,5,5,4,1,100.0,80.0,full_component_evidence,BOTS | EVTX
T1564.004,NTFS File Attributes,Windows,stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.005,Hidden File System,Linux | Windows | macOS,stealth,5,5,4,1,100.0,80.0,full_component_evidence,BOTS | EVTX
T1564.006,Run Virtual Instance,ESXi | Linux | Windows | macOS,stealth,7,6,6,0,85.714286,85.714286,partial_component_evidence,BOTS | EVTX
T1564.007,VBA Stomping,Linux | Windows | macOS,stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.008,Email Hiding Rules,Linux | Office Suite | Windows | macOS,stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.009,Resource Forking,macOS,stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.010,Process Argument Spoofing,Windows,stealth,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.011,Ignore Process Interrupts,Linux | Windows | macOS,stealth,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.012,File/Path Exclusions,Linux | Windows | macOS,stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1564.013,Bind Mounts,Linux,stealth,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1564.014,Extended Attributes,Linux | macOS,stealth,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1565,Data Manipulation,Linux | Windows | macOS,impact,6,6,5,1,100.0,83.333333,full_component_evidence,BOTS | EVTX
T1565.001,Stored Data Manipulation,Linux | Windows | macOS,impact,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1565.002,Transmitted Data Manipulation,Linux | Windows | macOS,impact,5,5,3,2,100.0,60.0,full_component_evidence,BOTS | EVTX
T1565.003,Runtime Data Manipulation,Linux | Windows | macOS,impact,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1566,Phishing,Identity Provider | Linux | Office Suite | SaaS | Windows | macOS,initial-access,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1566.001,Spearphishing Attachment,Linux | Windows | macOS,initial-access,5,5,4,1,100.0,80.0,full_component_evidence,BOTS | EVTX
T1566.002,Spearphishing Link,Identity Provider | Linux | Office Suite | SaaS | Windows | macOS,initial-access,5,5,3,2,100.0,60.0,full_component_evidence,BOTS | EVTX
T1566.003,Spearphishing via Service,Linux | Windows | macOS,initial-access,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1566.004,Spearphishing Voice,Identity Provider | Linux | Windows | macOS,initial-access,1,1,1,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1567,Exfiltration Over Web Service,ESXi | Linux | Office Suite | SaaS | Windows | macOS,exfiltration,8,8,6,2,100.0,75.0,full_component_evidence,BOTS | EVTX
T1567.001,Exfiltration to Code Repository,ESXi | Linux | Windows | macOS,exfiltration,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1567.002,Exfiltration to Cloud Storage,ESXi | Linux | Windows | macOS,exfiltration,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1567.003,Exfiltration to Text Storage Sites,ESXi | Linux | Windows | macOS,exfiltration,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1567.004,Exfiltration Over Webhook,ESXi | Linux | Office Suite | SaaS | Windows | macOS,exfiltration,7,7,5,2,100.0,71.428571,full_component_evidence,BOTS | EVTX
T1568,Dynamic Resolution,ESXi | Linux | Windows | macOS,command-and-control,4,4,2,2,100.0,50.0,full_component_evidence,BOTS | EVTX
T1568.001,Fast Flux DNS,ESXi | Linux | Windows | macOS,command-and-control,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1568.002,Domain Generation Algorithms,ESXi | Linux | Windows | macOS,command-and-control,4,4,2,2,100.0,50.0,full_component_evidence,BOTS | EVTX
T1568.003,DNS Calculation,ESXi | Linux | Windows | macOS,command-and-control,4,4,2,2,100.0,50.0,full_component_evidence,BOTS | EVTX
T1569,System Services,Linux | Windows | macOS,execution,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1569.001,Launchctl,macOS,execution,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1569.002,Service Execution,Windows,execution,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1569.003,Systemctl,Linux,execution,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1570,Lateral Tool Transfer,ESXi | Linux | Windows | macOS,lateral-movement,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1571,Non-Standard Port,ESXi | Linux | Windows | macOS,command-and-control,5,5,3,2,100.0,60.0,full_component_evidence,BOTS | EVTX
T1572,Protocol Tunneling,ESXi | Linux | Windows | macOS,command-and-control,5,5,3,2,100.0,60.0,full_component_evidence,BOTS | EVTX
T1573,Encrypted Channel,ESXi | Linux | Network Devices | Windows | macOS,command-and-control,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1573.001,Symmetric Cryptography,ESXi | Linux | Network Devices | Windows | macOS,command-and-control,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1573.002,Asymmetric Cryptography,ESXi | Linux | Network Devices | Windows | macOS,command-and-control,6,6,4,2,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1574,Hijack Execution Flow,Linux | Windows | macOS,execution | stealth,6,6,6,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.001,DLL,Windows,execution | stealth,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.004,Dylib Hijacking,macOS,execution | stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.005,Executable Installer File Permissions Weakness,Windows,execution | stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.006,Dynamic Linker Hijacking,Linux | macOS,execution | stealth,5,5,4,1,100.0,80.0,full_component_evidence,BOTS | EVTX
T1574.007,Path Interception by PATH Environment Variable,Linux | Windows | macOS,execution | stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.008,Path Interception by Search Order Hijacking,Windows,execution | stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.009,Path Interception by Unquoted Path,Windows,execution | stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.010,Services File Permissions Weakness,Windows,execution | stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.011,Services Registry Permissions Weakness,Windows,execution | stealth,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1574.012,COR_PROFILER,Windows,execution | stealth,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.013,KernelCallbackTable,Windows,execution | stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1574.014,AppDomainManager,Windows,execution | stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1578,Modify Cloud Compute Infrastructure,IaaS,defense-impairment,9,9,0,9,100.0,0.0,full_component_evidence,BOTS | EVTX
T1578.001,Create Snapshot,IaaS,defense-impairment,2,2,0,2,100.0,0.0,full_component_evidence,BOTS
T1578.002,Create Cloud Instance,IaaS,defense-impairment,3,3,0,3,100.0,0.0,full_component_evidence,BOTS
T1578.003,Delete Cloud Instance,IaaS,defense-impairment,3,2,0,2,66.666667,0.0,partial_component_evidence,BOTS
T1578.004,Revert Cloud Instance,IaaS,defense-impairment,3,3,0,3,100.0,0.0,full_component_evidence,BOTS
T1578.005,Modify Cloud Compute Configurations,IaaS,defense-impairment,1,1,0,1,100.0,0.0,full_component_evidence,BOTS
T1580,Cloud Infrastructure Discovery,IaaS,discovery,3,3,0,3,100.0,0.0,full_component_evidence,BOTS
T1583,Acquire Infrastructure,PRE,resource-development,5,0,0,0,0.0,0.0,not_observed,
T1583.001,Domains,PRE,resource-development,3,0,0,0,0.0,0.0,not_observed,
T1583.002,DNS Server,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1583.003,Virtual Private Server,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1583.004,Server,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1583.005,Botnet,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1583.006,Web Services,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1583.007,Serverless,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1583.008,Malvertising,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1584,Compromise Infrastructure,PRE,resource-development,5,0,0,0,0.0,0.0,not_observed,
T1584.001,Domains,PRE,resource-development,3,0,0,0,0.0,0.0,not_observed,
T1584.002,DNS Server,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1584.003,Virtual Private Server,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1584.004,Server,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1584.005,Botnet,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1584.006,Web Services,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1584.007,Serverless,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1584.008,Network Devices,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1585,Establish Accounts,PRE,resource-development,2,1,0,1,50.0,0.0,partial_component_evidence,BOTS | EVTX
T1585.001,Social Media Accounts,PRE,resource-development,2,1,0,1,50.0,0.0,partial_component_evidence,BOTS | EVTX
T1585.002,Email Accounts,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1585.003,Cloud Accounts,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1586,Compromise Accounts,PRE,resource-development,2,1,0,1,50.0,0.0,partial_component_evidence,BOTS | EVTX
T1586.001,Social Media Accounts,PRE,resource-development,2,1,0,1,50.0,0.0,partial_component_evidence,BOTS | EVTX
T1586.002,Email Accounts,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1586.003,Cloud Accounts,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1587,Develop Capabilities,PRE,resource-development,3,0,0,0,0.0,0.0,not_observed,
T1587.001,Malware,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1587.002,Code Signing Certificates,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1587.003,Digital Certificates,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1587.004,Exploits,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1588,Obtain Capabilities,PRE,resource-development,4,0,0,0,0.0,0.0,not_observed,
T1588.001,Malware,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1588.002,Tool,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1588.003,Code Signing Certificates,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1588.004,Digital Certificates,PRE,resource-development,2,0,0,0,0.0,0.0,not_observed,
T1588.005,Exploits,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1588.006,Vulnerabilities,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1588.007,Artificial Intelligence,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1589,Gather Victim Identity Information,PRE,reconnaissance,1,1,0,1,100.0,0.0,full_component_evidence,BOTS | EVTX
T1589.001,Credentials,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1589.002,Email Addresses,PRE,reconnaissance,1,1,0,1,100.0,0.0,full_component_evidence,BOTS | EVTX
T1589.003,Employee Names,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590,Gather Victim Network Information,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590.001,Domain Properties,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590.002,DNS,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590.003,Network Trust Dependencies,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590.004,Network Topology,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590.005,IP Addresses,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1590.006,Network Security Appliances,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1591,Gather Victim Org Information,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1591.001,Determine Physical Locations,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1591.002,Business Relationships,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1591.003,Identify Business Tempo,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1591.004,Identify Roles,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1592,Gather Victim Host Information,PRE,reconnaissance,1,0,0,0,0.0,0.0,not_observed,
T1592.001,Hardware,PRE,reconnaissance,1,0,0,0,0.0,0.0,not_observed,
T1592.002,Software,PRE,reconnaissance,1,0,0,0,0.0,0.0,not_observed,
T1592.003,Firmware,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1592.004,Client Configurations,PRE,reconnaissance,1,0,0,0,0.0,0.0,not_observed,
T1593,Search Open Websites/Domains,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1593.001,Social Media,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1593.002,Search Engines,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1593.003,Code Repositories,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1594,Search Victim-Owned Websites,PRE,reconnaissance,1,1,1,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1595,Active Scanning,PRE,reconnaissance,2,2,0,2,100.0,0.0,full_component_evidence,BOTS | EVTX
T1595.001,Scanning IP Blocks,PRE,reconnaissance,2,2,0,2,100.0,0.0,full_component_evidence,BOTS | EVTX
T1595.002,Vulnerability Scanning,PRE,reconnaissance,2,2,0,2,100.0,0.0,full_component_evidence,BOTS | EVTX
T1595.003,Wordlist Scanning,PRE,reconnaissance,1,1,0,1,100.0,0.0,full_component_evidence,BOTS | EVTX
T1596,Search Open Technical Databases,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1596.001,DNS/Passive DNS,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1596.002,WHOIS,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1596.003,Digital Certificates,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1596.004,CDNs,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1596.005,Scan Databases,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1597,Search Closed Sources,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1597.001,Threat Intel Vendors,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1597.002,Purchase Technical Data,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1598,Phishing for Information,PRE,reconnaissance,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1598.001,Spearphishing Service,PRE,reconnaissance,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1598.002,Spearphishing Attachment,PRE,reconnaissance,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1598.003,Spearphishing Link,PRE,reconnaissance,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1598.004,Spearphishing Voice,PRE,reconnaissance,1,1,1,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1599,Network Boundary Bridging,Network Devices,defense-impairment,2,2,0,2,100.0,0.0,full_component_evidence,BOTS | EVTX
T1599.001,Network Address Translation Traversal,Network Devices,defense-impairment,2,2,0,2,100.0,0.0,full_component_evidence,BOTS | EVTX
T1600,Weaken Encryption,Network Devices,defense-impairment,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1600.001,Reduce Key Space,Network Devices,defense-impairment,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1600.002,Disable Crypto Hardware,Network Devices,defense-impairment,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1601,Modify System Image,Network Devices,defense-impairment,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1601.001,Patch System Image,Network Devices,defense-impairment,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1601.002,Downgrade System Image,Network Devices,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1602,Data from Configuration Repository,Network Devices,collection,2,2,1,1,100.0,50.0,full_component_evidence,BOTS | EVTX
T1602.001,SNMP (MIB Dump),Network Devices,collection,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1602.002,Network Device Configuration Dump,Network Devices,collection,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
